,lines,character,episode,season
77,"Look, we got five hours before the game. I am betting it was a funeral 'hello'. He knows we're here, he knows the number, he knows we want to go. There's plenty of time for him to call and give us the tickets.",JERRY,109,6
78,"Hello? Oh, hi mom. No, listen, I was expecting somebody else. I'm sorry, I can't talk now, I gotta keep the line clear, I'll call you later. Yes, I know I have call waiting but I don't trust it in an emergency. Good bye.",JERRY,109,6
79,No.,JERRY,109,6
80,"Alright! (picks up the phone and dials) Hello, Alec? Hi, it's Jerry Seinfeld. You know, you got a great 'John Houseman' name. Alec Berg. Did you hand in your assignment, Mr. Berg?",JERRY,109,6
81,"Well, Alec, the reason I called is I just wanted to thank you for the tickets from the other night.",JERRY,109,6
82,"Oh, you already gave them away?",JERRY,109,6
83,"No, we don't care, we just want to go.",JERRY,109,6
0,"Take toilet paper for example. Do you realize that toilet paper has not changed in my lifetime? It's just paper on a cardboard roll, that's it. And in ten thousand years, it will still be exactly the same because really, what else can they do?",GEORGE,109,6
1,"And everything else has changed. But toilet paper is exactly the same, and will be so until we're dead.",GEORGE,109,6
2,"It's just paper on a roll, that's it. And that's all it will ever be.",GEORGE,109,6
3,"You find this interesting, don't you?",GEORGE,109,6
4,"Something's up, there's something in the air.",GEORGE,109,6
5,"Well, I think this is it.",GEORGE,109,6
6,I saw Siena again.,GEORGE,109,6
7,We discussed toilet paper.,GEORGE,109,6
8,"Yeah, I told her how toilet paper hasn't changed in my lifetime, and probably wouldn't change in the next fifty thousand years and she was fascinated, fascinated!",GEORGE,109,6
9,"Ok, ok, fine! It's changed, it's not really the point. Anyway, I'm thinking of making a big move.",GEORGE,109,6
10,"I might tell her that I love her. I came this close last night, then I just chickened out.",GEORGE,109,6
11,Fifty-fifty.,GEORGE,109,6
12,"Aw, I've just got to say it once, everybody else gets to say it, why can't I say it?",GEORGE,109,6
13,"Once, to a dog. He licked himself and left the room.",GEORGE,109,6
14,"Eh eh eh, can't do it, can't do it, sorry, I got a date.",GEORGE,109,6
15,"Oh no no no, if you must know, I would rather be with her than go to the game.",GEORGE,109,6
16,"Hey, by the way, if anybody wants an inside tour of the zoo, Siena works there as a trainer.",GEORGE,109,6
17,"Yeah, yeah.",GEORGE,109,6
18,"You know, I could have actually gone to that.",GEORGE,109,6
19,"Well, I didn't want to break our date.",GEORGE,109,6
20,Because I... I love you.,GEORGE,109,6
21,Yup.,GEORGE,109,6
22,Huge matzoh ball.,GEORGE,109,6
23,"Well, it's all over. I slipped up.",GEORGE,109,6
24,"You have any idea how fast these things deteriorate when there's an 'I love you' out of the bag? You can't have a relationship where one person says, ""I love you"", and the other says, ""I'm hungry. Let's get something to eat."".",GEORGE,109,6
25,"I mean, now she thinks that I'm one of these guys that love her. Nobody wants to be with somebody that loves them.",GEORGE,109,6
26,You want to be with somebody that doesn't like you.,GEORGE,109,6
27,I am never saying 'I love you' again unless they say it first.,GEORGE,109,6
28,That'd be me.,GEORGE,109,6
29,"Wait a minute, you were at a funeral, right?",GEORGE,109,6
30,"Well, people never give a good 'hello' at a funeral. I mean, they go like this (George gives an extremely understated nod) That's the biggest.",GEORGE,109,6
31,"Hey, they can't go, ""Hey! You look fabulous!""",GEORGE,109,6
32,"Girlfriend, yeah, right.",GEORGE,109,6
33,Barry?,GEORGE,109,6
34,What?,GEORGE,109,6
35,Oh my god.,GEORGE,109,6
36,She probably never heard it. Don't you see what this means? It's like the whole thing never happened. It's like when Superman reversed the rotation of the earth to save Lois Lane!,GEORGE,109,6
37,"That's the question, Jimmy.",GEORGE,109,6
38,I'm gonna do it.,GEORGE,109,6
39,I'd like to say it once to someone that can actually hear it!,GEORGE,109,6
40,"Siena, I love you.",GEORGE,109,6
41,Yeah. Just confirming.,GEORGE,109,6
0,"(to the busboy) Oh, thanks very much, the soup was really good.",ELAINE,109,6
1,What?,ELAINE,109,6
2,"Yeah, why? Wouldn't he want the soup to be good?",ELAINE,109,6
3,"Hey, isn't that Alec Berg?",ELAINE,109,6
4,"I can't stand him, he is so pretentious.",ELAINE,109,6
5,"No, Alec Berg.",ELAINE,109,6
6,Hi!,ELAINE,109,6
7,Thank you very much.,ELAINE,109,6
8,Who?,ELAINE,109,6
9,I will never understand people.,ELAINE,109,6
10,What's it?,ELAINE,109,6
11,Siena?,ELAINE,109,6
12,Yeah.,ELAINE,109,6
13,Yeah.,ELAINE,109,6
14,Softer.,ELAINE,109,6
15,Sheets.,ELAINE,109,6
16,Colors.,ELAINE,109,6
17,"What, you never said it?",ELAINE,109,6
18,"Oh hey, can I bring David Puddy? He's a big Devils' fan.",ELAINE,109,6
19,So how long have you been a Devils' fan?,ELAINE,109,6
20,"Yeah? Well, we're gonna kick your butts tonight.",ELAINE,109,6
21,Yes.,ELAINE,109,6
22,"Alright, you almost ready? Cause Jerry and Kramer are gonna be here any second.",ELAINE,109,6
23,What the--,ELAINE,109,6
24,What is that?,ELAINE,109,6
25,(still in disbelief) You painted your face?,ELAINE,109,6
26,Why?,ELAINE,109,6
27,"Well, you can't walk around like that.",ELAINE,109,6
28,Because it's insane?,ELAINE,109,6
29,"Dave, um, painted his face.",ELAINE,109,6
30,Will you sit down? You're disturbing everybody. Sit down!,ELAINE,109,6
31,That poor priest. He was just visiting from El Salvador. Now he's gone completely loco.,ELAINE,109,6
32,Yeah. He thinks he saw the devil. He won't leave his room in the church basement.,ELAINE,109,6
33,"I mean, what compels a seemingly normal human being to do something like that?",ELAINE,109,6
34,You know I really hate my clothes.,ELAINE,109,6
35,"I open up my closet, there's just nothing.",ELAINE,109,6
36,"Nothing. I hate everything I have, I really hate it. (The weeping increases in volume and intensity) I mean, at this point, it's like I can wear something three or four times and that's it.",ELAINE,109,6
37,It's getting to be a terrible problem for me.,ELAINE,109,6
38,"No, it's from the store.",ELAINE,109,6
39,"David? David, I think we aught to talk.",ELAINE,109,6
40,"David, I don't think we should see each other anymore.",ELAINE,109,6
41,"Well, you see, David, you're a face painter.",ELAINE,109,6
42,"Well, it's not that I don't like you, but, well to be perfectly honest, I'm just having some trouble getting past the face painting.",ELAINE,109,6
43,"Yeah, but you like the face painting.",ELAINE,109,6
44,Oh. You mean you'd stop it for me?,ELAINE,109,6
45,"That's so, that's so sweet.",ELAINE,109,6
46,What is that?,ELAINE,109,6
47,Why is the letter 'D' painted on your chest?,ELAINE,109,6
48,But you said no more painting.,ELAINE,109,6
49,"Yeah, that's right.",ELAINE,109,6
50,Hello father.,ELAINE,109,6
0,Hey.,KRAMER,109,6
1,"Oh, I'm there, Monongahela!",KRAMER,109,6
2,"So, so.",KRAMER,109,6
3,"She must be a very special lady, huh George, yeah.",KRAMER,109,6
4,So she works at the zoo?,KRAMER,109,6
5,"Yeah, like Diane Fosse. You know she's the only person that's ever been accepted into gorilla society. And you know, once those gorillas accept you, you got it made in the shade.",KRAMER,109,6
6,Hey.,KRAMER,109,6
7,"Yeah, that's cool. Well, you gotta support your team.",KRAMER,109,6
8,Yeah.,KRAMER,109,6
9,"Alright, that's enough out of you, there's still three more games left in this series, my friend, and it's far from being over. Very far from being over. (Notices a car coming right towards Puddy, who's crossing the street) Watch out!",KRAMER,109,6
10,"Hey, Jerry? You're a smart guy, right?",KRAMER,109,6
11,"Alright, you know I'm supposed to go on this special tour today with George's girlfriend.",KRAMER,109,6
12,"Yeah, but before I met up with her, I stopped to look at the monkeys, when all of a sudden I am hit in the face with a banana peel. I turn and look and there is this monkey really laughing it up. Then someone tells me that he did it. Well, I pick up the banana peel and I wait for that monkey to turn around. And then I *whap* let him have it.",KRAMER,109,6
13,"Well, he started it!",KRAMER,109,6
14,"Well, he pushed my buttons, I couldn't help it, Jerry.",KRAMER,109,6
15,"Alright, alright, fine. You take the monkey's side, alright, go ahead.",KRAMER,109,6
16,"(walking out) Cause I know what happened, Jerry. (remembering something and walking back in) Did you call Alec Berg and thank him for the hockey tickets?",KRAMER,109,6
17,"Oh, Jerry, what are you waiting for?",KRAMER,109,6
18,"Oh, no no no, you gotta call him the next day, it's common courtesy.",KRAMER,109,6
19,"Jerry, good manners are the glue of society.",KRAMER,109,6
20,"Alright, you know what this is gonna do? He's gonna be upset because you didn't call him and we're not gonna get those tickets for Friday night.",KRAMER,109,6
21,"Alright, where you going?",KRAMER,109,6
22,Who died?,KRAMER,109,6
23,So he actually had it?,KRAMER,109,6
24,Yes.,KRAMER,109,6
25,"So, uh, what did you want to see me about?",KRAMER,109,6
26,Barry?,KRAMER,109,6
27,"Oh. Well, uh, what's the problem?",KRAMER,109,6
28,"So, so what do you want me to do?",KRAMER,109,6
29,"Yeah, well he started it.",KRAMER,109,6
30,"So am I. What about my feelings? Don't my feelings count for anything? Oh, only the poor monkey's important. Everything has to be done for the monkey! Look, I'm sorry. I--",KRAMER,109,6
31,"(to Siena as she's walking out, but she appears to ignore) You know George really likes you.",KRAMER,109,6
32,Oh.,KRAMER,109,6
33,"Hey. Well, I just spoke to your girlfriend.",KRAMER,109,6
34,"Anyway, she asked me to apologize to Barry.",KRAMER,109,6
35,The monkey.,KRAMER,109,6
36,"Nothing doing. Jerry, I didn't do anything. It's the monkey that should be apologizing to me.",KRAMER,109,6
37,"Well, I'm sorry. Well, George, I tried to put the good word in for you with Siena, but I don't think she heard me. You know, left ear?",KRAMER,109,6
38,"Yeah, her boss told me that she can't hear very well out of her left ear. What, you didn't know that?",KRAMER,109,6
39,What's going on?,KRAMER,109,6
40,"Oh. Well listen, I almost forgot to ask you. What happened at the funeral? Now, did you talk to Alec berg?",KRAMER,109,6
41,"Alright, so he's gonna give you the hockey tickets, huh?",KRAMER,109,6
42,"He's mad, isn't he? See, I knew it.",KRAMER,109,6
43,"Alright, so what happened when you saw him?",KRAMER,109,6
44,Uh huh.,KRAMER,109,6
45,"See, I told you, Jerry, I told you!",KRAMER,109,6
46,I want you to get on this phone and give him his 'thank you'!,KRAMER,109,6
47,"Jerry, this is the way society functions. Aren't you a part of society? Because if you don't want to be a part of society, Jerry, why don't you just get in your car and move to the East Side!",KRAMER,109,6
48,"You stubborn, stupid, silly man!",KRAMER,109,6
49,"Anyway, I um, I just want to say that I'm sorry. I lost my temper and I probably shouldn't have. I took it out on you and, look, if I've caused you any problems as a result of my behavior, well then, I'm sorry. I apologize. Even though, Barry, between me and you, we both know that you started it. I mean, who's kidding who? But they tell me that you're very upset, and god forbid I should disturb the very important monkey, I'm just hoping we can put this behind us, let's just move on with our lives, ok? So no hard feelings?",KRAMER,109,6
50,Well? Did he call?,KRAMER,109,6
51,"Oh, come on, Jerry! Come on, this is stupid! It's six o'clock! It's all over, just pick up the phone and thank him!",KRAMER,109,6
0,"(To himself) Now what am I supposed to do here? Shall I go over there? It's not like somebody died. It's ""Beaches"" for god's sake. If she was sitting next to me I'd put my arm around her. I can't be making a big move like going all the way over there. I can't. I won't.",JERRY,110,6
1,"She calls me this morning and tells me she's upset I didn't console her. I mean it was ""Beaches"" for god's sake. What, what do you do in a situation like that?",JERRY,110,6
2,I was sitting on the chair. She was over here on the couch.,JERRY,110,6
3,Of course.,JERRY,110,6
4,"yeah,",JERRY,110,6
5,"The Improv is playing ""Rochelle Rochelle"" The musical.",JERRY,110,6
6,She might be. She's the star of the show.,JERRY,110,6
7,"Yeah, maybe.",JERRY,110,6
8,That's the understudy. I'm dating her.,JERRY,110,6
9,Yeah.,JERRY,110,6
10,I'm glad she's an understudy. I don't have to avoid going back stage and having to think of something to say.,JERRY,110,6
11,Just once I would like to tell someone they stink. You know what? I doidn't like the show. I didn't like you. It just really stunk. The whole thingreal bad. Stinkaroo. Thanks for the tickets though.,JERRY,110,6
12,How would you know? You don't speak Korean.,JERRY,110,6
13,Why don't you go to another nail shop?,JERRY,110,6
14,What you need is a translator to go in the shop with you and tell you what they're saying.,JERRY,110,6
15,You know who speaks Korean?,JERRY,110,6
16,George's father.,JERRY,110,6
17,He used to go there a lot on business.,JERRY,110,6
18,"He sold religious articles the statues of Jesus, the virgin Mary, that were manufactured in Korea.",JERRY,110,6
19,"George, does your father speak Korean?",JERRY,110,6
20,"Oh, hi Gennice.",JERRY,110,6
21,"This is George, this is Kramer.",JERRY,110,6
22,Playing today?,JERRY,110,6
23,They really stick to that understudy rule.,JERRY,110,6
24,"It's okayit's just a hot dog, (still sobbing) everything is going to be okay.",JERRY,110,6
25,"Come on George, just loosen up.",JERRY,110,6
26,Come on George.,JERRY,110,6
27,(to George) Keep going.,JERRY,110,6
28,Well we,JERRY,110,6
29,(with no emotion) It's okay. Everything is going to be all right.,JERRY,110,6
30,Come back another time.,JERRY,110,6
31,"I don't know why I have to go to the hospital. I didn't do anything to Bette Midler. Driver can you stop over here, we're picking somebody up.",JERRY,110,6
32,"Hey, I'm being heckled on stage. People are yelling out Galloogy.",JERRY,110,6
33,Stop your crying will ya?,JERRY,110,6
34,"Hey, I had nothing to do with it.",JERRY,110,6
35,We just want to talk to her. We want to apologize and tell her the whole thing was an accident.,JERRY,110,6
36,What?,JERRY,110,6
37,What happened?,JERRY,110,6
38,"Oh,, that's nice. Alright, I'll see you later.",JERRY,110,6
39,Where?,JERRY,110,6
40,(pushing her) How did you get that?,JERRY,110,6
41,You met J. Peterman?,JERRY,110,6
42,What is he like?,JERRY,110,6
43,"(walking away) Yeah, I'll see ya'.",JERRY,110,6
44,"Well, break a leg tonight.",JERRY,110,6
45,"Listen buddy,",JERRY,110,6
46,What is it?,JERRY,110,6
47,"Oh, I'm so sorry.",JERRY,110,6
48,So you don't cry when your grandmother dies? But a hotdog makes you lose control?,JERRY,110,6
49,Good luck.,JERRY,110,6
0,Where were you?,GEORGE,110,6
1,"Well you know, if you were sitting right next to her you'd have to console her no matter what.",GEORGE,110,6
2,"When you're talking about a movie like ""Beaches"", moving from the chair to the couch , . . . that's quite a voyage.",GEORGE,110,6
3,Hey. I gotta go.,GEORGE,110,6
4,I didn't know you were such a Bette Midler fan.,GEORGE,110,6
5,Gennice palying today?,GEORGE,110,6
6,Going backstage is the worst. Especially when they stink. You know that's a real problem.,GEORGE,110,6
7,"Yeah, he once bumped into reverend Yung Sun Moon.",GEORGE,110,6
8,"I watched ""Beaches"" on cable last night. (wings?)  Give me a break.",GEORGE,110,6
9,Aaaaaah,GEORGE,110,6
10,come on it's just a game.,GEORGE,110,6
11,So what? Somebody dropped an egg on my head as I went into my building last night.,GEORGE,110,6
12,You heard him.,GEORGE,110,6
13,"Oh, yeah. I read what you said to the papers yesterday. You weren't in on the planing. What planning? YOU THINK WE PLANED THIS? Uh?",GEORGE,110,6
14,Who are you to decide?,GEORGE,110,6
15,"Hey, look, Kramer,",GEORGE,110,6
0,I know I know. I didn't have change for the bus and they don't give change in this city. So they threw me off the bus,ELAINE,110,6
1,How long do you think this will take. I have a millllioooon things to do.,ELAINE,110,6
2,"What?, uh?",ELAINE,110,6
3,What is so funny?,ELAINE,110,6
4,The Korean women were talking about me. I think they were calling me a dog.,ELAINE,110,6
